appeal_district,trial_district,offence,sentence,no_complainant,no_male_complainant,no_female_complainant,no_appealant,no_male_appealant,no_female_appealant,no_public_witness,no_eye_witness,no_defense_witness,scn_decision
Missing,Missing,Dispute,Missing,-1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-East,South-East,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Missing,2,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-East,South-East,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
North-Central,North-Central,Others,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
North-West,North-West,Dispute,Missing,2,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,South-East,Murder_manslaughter,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,2,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Missing,41,-1,-1,3,-1,-1,-1,-1,-1,Granted
Missing,South-East,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,1,-1,1,-1,1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,North-Central,Murder_manslaughter,Death,-1,-1,-1,3,-1,-1,-1,-1,-1,Granted
Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
FCT,FCT,Dispute,Missing,3,-1,-1,2,-1,-1,-1,-1,-1,Granted
South-South,South-South,Dispute,Prison_term_fine,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,South-South,Human_rights_violation,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Law_of_tort,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
FCT,FCT,Armed_robbery,Missing,1,-1,-1,1,-1,-1,2,-1,2,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Granted
South-East,South-East,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-East,South-East,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Granted
Missing,South-South,Conspiracy,Missing,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Murder_manslaughter,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Missing,-1,-1,-1,5,5,-1,-1,-1,-1,Dismissed
Missing,South-West,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-West,South-West,Conspiracy,Prison_term,-1,-1,-1,6,-1,-1,7,-1,-1,Granted
South-South,Missing,Murder_manslaughter,Death,2,-1,2,7,-1,-1,2,8,-1,Dismissed
Missing,South-West,Fraud_impersonation,Prison_term,-1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Human_rights_violation,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Theft,Prison_term,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Death,2,1,1,1,1,-1,4,1,-1,Dismissed
Missing,South-East,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,3,-1,-1,Dismissed
Missing,Missing,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,1,-1,Granted
South-South,Missing,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Civil_petition,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-East,Missing,Missing,Missing,1,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,1,-1,1,1,-1,-1,-1,-1,Granted
Missing,Missing,Others,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Armed_robbery,Death,1,1,-1,-1,3,-1,-1,-1,-1,Dismissed
South-South,Missing,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-East,Theft,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Granted
Missing,South-East,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-East,Missing,Dispute,Missing,2,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-East,South-East,Dispute,Missing,2,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Dispute,Missing,2,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-South,South-East,Dispute,Missing,3,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
North-Central,North-Central,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Fraud_impersonation,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Granted
South-East,South-East,Dispute,Missing,1,1,-1,4,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-East,South-East,Court_order_violation,Missing,4,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Granted
Missing,South-East,Dispute,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-West,South-East,Human_rights_violation,Missing,1,1,-1,1,1,-1,-1,-1,-1,Dismissed
South-East,South-East,Murder_manslaughter,Missing,1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
North-East,Missing,Others,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,North-Central,Dispute,Death,-1,-1,-1,-1,-1,-1,-1,1,-1,Dismissed
Missing,South-South,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,FCT,Civil_petition,Missing,4,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
FCT,Missing,Election_petition,Missing,3,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Court_order_violation,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Dispute,Missing,2,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Dispute,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-East,South-East,Others,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,North-Central,Dispute,Missing,-1,-1,1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,South-South,Law_of_tort,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Theft,Missing,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,3,-1,-1,-1,-1,-1,Granted
Missing,South-East,Others,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-West,Missing,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
North-Central,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
North-West,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
North-West,Missing,Civil_petition,Missing,-1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-West,Missing,Dispute,Missing,4,-1,-1,9,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Unlawful_possession,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-East,Missing,Unlawful_termination_appointment,Others,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Others,Missing,1,-1,-1,3,-1,-1,-1,-1,-1,Granted
Missing,Missing,Election_petition,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Theft,Missing,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
North-West,North-West,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Dispute,Missing,1,1,-1,1,1,-1,-1,-1,-1,Granted
South-South,South-South,Dispute,Missing,1,1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Theft,Payment_damages,1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,-1,-1,-1,-1,1,-1,-1,-1,-1,Dismissed
South-South,South-South,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-South,Civil_petition,Missing,1,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Theft,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Unlawful_possession,Payment_damages,1,1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,North-Central,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Prison_term_hard_labour,-1,-1,-1,7,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Civil_petition,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Others,Missing,-1,-1,-1,5,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Election_petition,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-South,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Civil_petition,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-South,Missing,Conspiracy,Prison_term,-1,-1,-1,2,-1,-1,-1,-1,-1,Granted
Missing,South-East,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Murder_manslaughter,Missing,-1,-1,-1,6,-1,-1,-1,-1,-1,Dismissed
North-West,Missing,Armed_robbery,Death,-1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Civil_petition,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-East,South-East,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,1,-1,-1,2,-1,-1,-1,-1,-1,Granted
Missing,Missing,Others,Missing,-1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-South,South-East,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Dispute,Missing,-1,-1,-1,10,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,9,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Civil_petition,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Civil_petition,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Human_rights_violation,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-South,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,South-West,Civil_petition,Missing,3,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Others,Missing,3,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Human_rights_violation,Missing,1,1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-South,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Unlawful_termination_appointment,Missing,1,1,-1,1,1,-1,-1,-1,-1,Granted
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-East,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,5,-1,-1,Granted
Missing,South-West,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-East,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,South-South,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Missing,2,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,North-Central,Murder_manslaughter,Death,-1,-1,-1,3,2,1,4,-1,4,Dismissed
Missing,Missing,Dispute,Death,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
North-Central,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Payment_damages,1,1,-1,3,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,North-Central,Dispute,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Granted
Missing,South-West,Others,Payment_damages,1,-1,1,1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Dispute,Missing,-1,-1,-1,5,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Civil_petition,Missing,2,2,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-East,Civil_petition,Missing,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Unlawful_possession,Prison_term,-1,-1,-1,5,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,Missing,Civil_petition,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Civil_petition,Missing,3,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Payment_damages,1,1,-1,1,1,-1,-1,-1,3,Dismissed
Missing,Missing,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,FCT,Civil_petition,Missing,2,-1,-1,2,-1,-1,-1,-1,-1,Granted
Missing,South-South,Others,Missing,2,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,13,4,Dismissed
Missing,South-South,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Death,-1,-1,-1,2,2,-1,-1,-1,-1,Dismissed
Missing,South-South,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-East,Missing,Murder_manslaughter,Missing,-1,-1,-1,7,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-East,Missing,Dispute,Missing,1,-1,-1,2,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-East,Dispute,Missing,1,-1,-1,2,-1,-1,-1,-1,-1,Granted
Missing,South-East,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,-1,-1,-1,2,2,-1,-1,-1,-1,Granted
Missing,Missing,Unlawful_possession,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Granted
South-South,South-South,Dispute,Death,-1,-1,-1,1,-1,1,-1,-1,-1,Granted
South-South,South-South,Civil_petition,Missing,2,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,4,-1,-1,-1,2,-1,Dismissed
South-South,South-South,Dispute,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Theft,Missing,-1,-1,-1,1,-1,-1,-1,3,2,Dismissed
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-West,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-South,South-South,Others,Missing,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,-1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-East,South-East,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Unlawful_possession,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Unlawful_possession,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-West,South-West,Dispute,Missing,1,-1,-1,5,-1,-1,-1,-1,-1,Dismissed
South-West,South-West,Murder_manslaughter,Prison_term,-1,-1,-1,1,1,-1,14,-1,1,Dismissed
South-West,South-West,Dispute,Prison_term,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,Missing,Others,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-West,South-West,Dispute,Prison_term,-1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Missing,3,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-East,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-South,South-East,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,2,-1,Granted
Missing,Missing,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Theft,Missing,1,-1,-1,2,2,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,1,1,-1,1,-1,1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,1,-1,-1,2,2,-1,-1,-1,-1,Granted
Missing,Missing,Dispute,Missing,3,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,7,-1,-1,10,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-West,Dispute,Missing,-1,-1,-1,4,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Claim_for_recovery,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Libel,Missing,1,1,-1,2,2,-1,-1,-1,-1,Granted
Missing,Missing,Theft,Missing,1,-1,-1,6,-1,-1,-1,-1,-1,Granted
FCT,North-Central,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Missing,2,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Theft,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Murder_manslaughter,Missing,-1,-1,-1,1,-1,1,4,-1,-1,Dismissed
South-South,South-South,Theft,Payment_damages,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
South-South,Missing,Armed_robbery,Death,1,-1,1,1,1,-1,-1,-1,-1,Dismissed
South-South,South-South,Human_rights_violation,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-South,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Prison_term,-1,-1,-1,1,1,-1,-1,-1,-1,Granted
Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
Missing,Missing,Theft,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Others,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
FCT,Missing,Civil_petition,Missing,2,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-South,South-South,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-South,South-South,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Death,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-West,South-West,Theft,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-East,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,South-South,Theft,Payment_damages,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-South,Missing,Trespassing,Missing,1,-1,-1,1,-1,-1,-1,1,4,Granted
Missing,Missing,Dispute,Missing,-1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
Missing,North-Central,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,South-South,Dispute,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-South,Missing,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-West,Missing,Unlawful_possession,Prison_term,1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
Missing,Missing,Murder_manslaughter,Death,1,-1,-1,1,1,-1,-1,4,-1,Granted
South-South,Missing,Civil_petition,Missing,9,-1,-1,1,-1,-1,-1,-1,-1,Dismissed
South-South,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-South,South-East,Dispute,Missing,1,-1,-1,3,-1,-1,-1,-1,-1,Dismissed
South-South,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
South-South,Missing,Dispute,Missing,1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,South-West,Dispute,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
North-Central,North-East,Dispute,Death,-1,-1,-1,2,-1,-1,7,-1,3,Dismissed
Missing,South-East,Others,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Missing,Missing,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Granted
South-South,South-South,Dispute,Missing,-1,-1,-1,1,1,-1,-1,-1,-1,Dismissed
South-South,South-South,Theft,Missing,1,-1,-1,1,-1,-1,-1,-1,-1,Granted
Missing,South-East,Dispute,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
